file_path,labels_path,exercise,n_frames,frames_benar,frames_salah
data\processed\tensors\Deadlift_063.npy,data\processed\v2_labels\Deadlift_063_labels.npy,deadlift,64,64,0
data\processed\tensors\Deadlift_064.npy,data\processed\v2_labels\Deadlift_064_labels.npy,deadlift,64,19,45
data\processed\tensors\Deadlift_065.npy,data\processed\v2_labels\Deadlift_065_labels.npy,deadlift,64,4,60
data\processed\tensors\Deadlift_066.npy,data\processed\v2_labels\Deadlift_066_labels.npy,deadlift,64,44,20
data\processed\tensors\Deadlift_067.npy,data\processed\v2_labels\Deadlift_067_labels.npy,deadlift,64,34,30
data\processed\tensors\Deadlift_069.npy,data\processed\v2_labels\Deadlift_069_labels.npy,deadlift,64,24,40
data\processed\tensors\Deadlift_070.npy,data\processed\v2_labels\Deadlift_070_labels.npy,deadlift,64,35,29
data\processed\tensors\Deadlift_072.npy,data\processed\v2_labels\Deadlift_072_labels.npy,deadlift,64,12,52
data\processed\tensors\Deadlift_073.npy,data\processed\v2_labels\Deadlift_073_labels.npy,deadlift,64,38,26
data\processed\tensors\Deadlift_074.npy,data\processed\v2_labels\Deadlift_074_labels.npy,deadlift,64,25,39
data\processed\tensors\Deadlift_075.npy,data\processed\v2_labels\Deadlift_075_labels.npy,deadlift,64,28,36
data\processed\tensors\Deadlift_076.npy,data\processed\v2_labels\Deadlift_076_labels.npy,deadlift,64,10,54
data\processed\tensors\Deadlift_077.npy,data\processed\v2_labels\Deadlift_077_labels.npy,deadlift,64,51,13
data\processed\tensors\Deadlift_078.npy,data\processed\v2_labels\Deadlift_078_labels.npy,deadlift,64,21,43
data\processed\tensors\Deadlift_079.npy,data\processed\v2_labels\Deadlift_079_labels.npy,deadlift,64,39,25
data\processed\tensors\Deadlift_080.npy,data\processed\v2_labels\Deadlift_080_labels.npy,deadlift,64,19,45
data\processed\tensors\Deadlift_081.npy,data\processed\v2_labels\Deadlift_081_labels.npy,deadlift,64,43,21
data\processed\tensors\Deadlift_082.npy,data\processed\v2_labels\Deadlift_082_labels.npy,deadlift,64,63,1
data\processed\tensors\Deadlift_083.npy,data\processed\v2_labels\Deadlift_083_labels.npy,deadlift,64,13,51
data\processed\tensors\Deadlift_084.npy,data\processed\v2_labels\Deadlift_084_labels.npy,deadlift,64,32,32
data\processed\tensors\Deadlift_085.npy,data\processed\v2_labels\Deadlift_085_labels.npy,deadlift,64,33,31
data\processed\tensors\Deadlift_086.npy,data\processed\v2_labels\Deadlift_086_labels.npy,deadlift,64,43,21
data\processed\tensors\Deadlift_087.npy,data\processed\v2_labels\Deadlift_087_labels.npy,deadlift,64,57,7
data\processed\tensors\Deadlift_088.npy,data\processed\v2_labels\Deadlift_088_labels.npy,deadlift,64,0,64
data\processed\tensors\Deadlift_089.npy,data\processed\v2_labels\Deadlift_089_labels.npy,deadlift,64,42,22
data\processed\tensors\Deadlift_090.npy,data\processed\v2_labels\Deadlift_090_labels.npy,deadlift,64,40,24
data\processed\tensors\Deadlift_092.npy,data\processed\v2_labels\Deadlift_092_labels.npy,deadlift,64,33,31
data\processed\tensors\Deadlift_093.npy,data\processed\v2_labels\Deadlift_093_labels.npy,deadlift,64,38,26
data\processed\tensors\Deadlift_094.npy,data\processed\v2_labels\Deadlift_094_labels.npy,deadlift,64,18,46
data\processed\tensors\Deadlift_095.npy,data\processed\v2_labels\Deadlift_095_labels.npy,deadlift,64,20,44
data\processed\tensors\Deadlift_096.npy,data\processed\v2_labels\Deadlift_096_labels.npy,deadlift,64,16,48
data\processed\tensors\Deadlift_097.npy,data\processed\v2_labels\Deadlift_097_labels.npy,deadlift,64,24,40
data\processed\tensors\Deadlift_098.npy,data\processed\v2_labels\Deadlift_098_labels.npy,deadlift,64,37,27
data\processed\tensors\Deadlift_099.npy,data\processed\v2_labels\Deadlift_099_labels.npy,deadlift,64,42,22
data\processed\tensors\Deadlift_100.npy,data\processed\v2_labels\Deadlift_100_labels.npy,deadlift,64,16,48
data\processed\tensors\Deadlift_101.npy,data\processed\v2_labels\Deadlift_101_labels.npy,deadlift,64,33,31
data\processed\tensors\Deadlift_102.npy,data\processed\v2_labels\Deadlift_102_labels.npy,deadlift,64,34,30
data\processed\tensors\Deadlift_103.npy,data\processed\v2_labels\Deadlift_103_labels.npy,deadlift,64,25,39
data\processed\tensors\Deadlift_104.npy,data\processed\v2_labels\Deadlift_104_labels.npy,deadlift,64,12,52
data\processed\tensors\Deadlift_105.npy,data\processed\v2_labels\Deadlift_105_labels.npy,deadlift,64,34,30
data\processed\tensors\Deadlift_106.npy,data\processed\v2_labels\Deadlift_106_labels.npy,deadlift,64,30,34
data\processed\tensors\Deadlift_107.npy,data\processed\v2_labels\Deadlift_107_labels.npy,deadlift,64,56,8
data\processed\tensors\Deadlift_108.npy,data\processed\v2_labels\Deadlift_108_labels.npy,deadlift,64,26,38
data\processed\tensors\Deadlift_109.npy,data\processed\v2_labels\Deadlift_109_labels.npy,deadlift,64,20,44
data\processed\tensors\Deadlift_110.npy,data\processed\v2_labels\Deadlift_110_labels.npy,deadlift,64,26,38
data\processed\tensors\Deadlift_112.npy,data\processed\v2_labels\Deadlift_112_labels.npy,deadlift,64,27,37
data\processed\tensors\Deadlift_113.npy,data\processed\v2_labels\Deadlift_113_labels.npy,deadlift,64,21,43
data\processed\tensors\Deadlift_114.npy,data\processed\v2_labels\Deadlift_114_labels.npy,deadlift,64,64,0
data\processed\tensors\Deadlift_115.npy,data\processed\v2_labels\Deadlift_115_labels.npy,deadlift,64,33,31
data\processed\tensors\Deadlift_116.npy,data\processed\v2_labels\Deadlift_116_labels.npy,deadlift,64,5,59
data\processed\tensors\Deadlift_117.npy,data\processed\v2_labels\Deadlift_117_labels.npy,deadlift,64,57,7
data\processed\tensors\Deadlift_118.npy,data\processed\v2_labels\Deadlift_118_labels.npy,deadlift,64,24,40
data\processed\tensors\Deadlift_119.npy,data\processed\v2_labels\Deadlift_119_labels.npy,deadlift,64,53,11
data\processed\tensors\Deadlift_120.npy,data\processed\v2_labels\Deadlift_120_labels.npy,deadlift,64,23,41
data\processed\tensors\Deadlift_121.npy,data\processed\v2_labels\Deadlift_121_labels.npy,deadlift,64,51,13
data\processed\tensors\Deadlift_122.npy,data\processed\v2_labels\Deadlift_122_labels.npy,deadlift,64,61,3
data\processed\tensors\Deadlift_123.npy,data\processed\v2_labels\Deadlift_123_labels.npy,deadlift,64,10,54
data\processed\tensors\Deadlift_124.npy,data\processed\v2_labels\Deadlift_124_labels.npy,deadlift,64,45,19
data\processed\tensors\Deadlift_125.npy,data\processed\v2_labels\Deadlift_125_labels.npy,deadlift,64,43,21
data\processed\tensors\Deadlift_126.npy,data\processed\v2_labels\Deadlift_126_labels.npy,deadlift,64,21,43
data\processed\tensors\Deadlift_127.npy,data\processed\v2_labels\Deadlift_127_labels.npy,deadlift,64,27,37
data\processed\tensors\Deadlift_128.npy,data\processed\v2_labels\Deadlift_128_labels.npy,deadlift,64,25,39
data\processed\tensors\Deadlift_129.npy,data\processed\v2_labels\Deadlift_129_labels.npy,deadlift,64,29,35
data\processed\tensors\Deadlift_130.npy,data\processed\v2_labels\Deadlift_130_labels.npy,deadlift,64,18,46
data\processed\tensors\Deadlift_131.npy,data\processed\v2_labels\Deadlift_131_labels.npy,deadlift,64,34,30
data\processed\tensors\Deadlift_132.npy,data\processed\v2_labels\Deadlift_132_labels.npy,deadlift,64,21,43
data\processed\tensors\Deadlift_133.npy,data\processed\v2_labels\Deadlift_133_labels.npy,deadlift,64,12,52
data\processed\tensors\Deadlift_134.npy,data\processed\v2_labels\Deadlift_134_labels.npy,deadlift,64,24,40
data\processed\tensors\Squat_001.npy,data\processed\v2_labels\Squat_001_labels.npy,squat,64,55,9
data\processed\tensors\Squat_002.npy,data\processed\v2_labels\Squat_002_labels.npy,squat,64,31,33
data\processed\tensors\Squat_003.npy,data\processed\v2_labels\Squat_003_labels.npy,squat,64,32,32
data\processed\tensors\Squat_004.npy,data\processed\v2_labels\Squat_004_labels.npy,squat,64,37,27
data\processed\tensors\Squat_005.npy,data\processed\v2_labels\Squat_005_labels.npy,squat,64,32,32
data\processed\tensors\Squat_006.npy,data\processed\v2_labels\Squat_006_labels.npy,squat,64,36,28
data\processed\tensors\Squat_007.npy,data\processed\v2_labels\Squat_007_labels.npy,squat,64,41,23
data\processed\tensors\Squat_008.npy,data\processed\v2_labels\Squat_008_labels.npy,squat,64,30,34
data\processed\tensors\Squat_009.npy,data\processed\v2_labels\Squat_009_labels.npy,squat,64,40,24
data\processed\tensors\Squat_010.npy,data\processed\v2_labels\Squat_010_labels.npy,squat,64,31,33
data\processed\tensors\Squat_011.npy,data\processed\v2_labels\Squat_011_labels.npy,squat,64,38,26
data\processed\tensors\Squat_012.npy,data\processed\v2_labels\Squat_012_labels.npy,squat,64,56,8
data\processed\tensors\Squat_013.npy,data\processed\v2_labels\Squat_013_labels.npy,squat,64,39,25
data\processed\tensors\Squat_014.npy,data\processed\v2_labels\Squat_014_labels.npy,squat,64,27,37
data\processed\tensors\Squat_015.npy,data\processed\v2_labels\Squat_015_labels.npy,squat,64,42,22
data\processed\tensors\Squat_016.npy,data\processed\v2_labels\Squat_016_labels.npy,squat,64,36,28
data\processed\tensors\Squat_017.npy,data\processed\v2_labels\Squat_017_labels.npy,squat,64,33,31
data\processed\tensors\Squat_018.npy,data\processed\v2_labels\Squat_018_labels.npy,squat,64,33,31
data\processed\tensors\Squat_019.npy,data\processed\v2_labels\Squat_019_labels.npy,squat,64,45,19
data\processed\tensors\Squat_020.npy,data\processed\v2_labels\Squat_020_labels.npy,squat,64,50,14
data\processed\tensors\Squat_021.npy,data\processed\v2_labels\Squat_021_labels.npy,squat,64,41,23
data\processed\tensors\Squat_022.npy,data\processed\v2_labels\Squat_022_labels.npy,squat,64,47,17
data\processed\tensors\Squat_023.npy,data\processed\v2_labels\Squat_023_labels.npy,squat,64,34,30
data\processed\tensors\Squat_024.npy,data\processed\v2_labels\Squat_024_labels.npy,squat,64,40,24
data\processed\tensors\Squat_025.npy,data\processed\v2_labels\Squat_025_labels.npy,squat,64,30,34
data\processed\tensors\Squat_026.npy,data\processed\v2_labels\Squat_026_labels.npy,squat,64,52,12
data\processed\tensors\Squat_027.npy,data\processed\v2_labels\Squat_027_labels.npy,squat,64,51,13
data\processed\tensors\Squat_028.npy,data\processed\v2_labels\Squat_028_labels.npy,squat,64,54,10
data\processed\tensors\Squat_029.npy,data\processed\v2_labels\Squat_029_labels.npy,squat,64,52,12
data\processed\tensors\Squat_030.npy,data\processed\v2_labels\Squat_030_labels.npy,squat,64,55,9
data\processed\tensors\Squat_031.npy,data\processed\v2_labels\Squat_031_labels.npy,squat,64,55,9
data\processed\tensors\Squat_032.npy,data\processed\v2_labels\Squat_032_labels.npy,squat,64,56,8
data\processed\tensors\Squat_033.npy,data\processed\v2_labels\Squat_033_labels.npy,squat,64,56,8
data\processed\tensors\Squat_034.npy,data\processed\v2_labels\Squat_034_labels.npy,squat,64,48,16
data\processed\tensors\Squat_035.npy,data\processed\v2_labels\Squat_035_labels.npy,squat,64,55,9
data\processed\tensors\Squat_036.npy,data\processed\v2_labels\Squat_036_labels.npy,squat,64,51,13
data\processed\tensors\Squat_037.npy,data\processed\v2_labels\Squat_037_labels.npy,squat,64,53,11
data\processed\tensors\Squat_038.npy,data\processed\v2_labels\Squat_038_labels.npy,squat,64,49,15
data\processed\tensors\Squat_039.npy,data\processed\v2_labels\Squat_039_labels.npy,squat,64,50,14
data\processed\tensors\Squat_040.npy,data\processed\v2_labels\Squat_040_labels.npy,squat,64,38,26
data\processed\tensors\Squat_041.npy,data\processed\v2_labels\Squat_041_labels.npy,squat,64,31,33
data\processed\tensors\Squat_042.npy,data\processed\v2_labels\Squat_042_labels.npy,squat,64,44,20
data\processed\tensors\Squat_043.npy,data\processed\v2_labels\Squat_043_labels.npy,squat,64,58,6
data\processed\tensors\Squat_044.npy,data\processed\v2_labels\Squat_044_labels.npy,squat,64,22,42
data\processed\tensors\Squat_045.npy,data\processed\v2_labels\Squat_045_labels.npy,squat,64,31,33
data\processed\tensors\Squat_046.npy,data\processed\v2_labels\Squat_046_labels.npy,squat,64,26,38
data\processed\tensors\Squat_047.npy,data\processed\v2_labels\Squat_047_labels.npy,squat,64,26,38
data\processed\tensors\Squat_048.npy,data\processed\v2_labels\Squat_048_labels.npy,squat,64,30,34
data\processed\tensors\Squat_049.npy,data\processed\v2_labels\Squat_049_labels.npy,squat,64,27,37
data\processed\tensors\Squat_050.npy,data\processed\v2_labels\Squat_050_labels.npy,squat,64,27,37
data\processed\tensors\Squat_051.npy,data\processed\v2_labels\Squat_051_labels.npy,squat,64,24,40
data\processed\tensors\Squat_052.npy,data\processed\v2_labels\Squat_052_labels.npy,squat,64,52,12
data\processed\tensors\Squat_053.npy,data\processed\v2_labels\Squat_053_labels.npy,squat,64,21,43
data\processed\tensors\Squat_054.npy,data\processed\v2_labels\Squat_054_labels.npy,squat,64,26,38
data\processed\tensors\Squat_055.npy,data\processed\v2_labels\Squat_055_labels.npy,squat,64,58,6
data\processed\tensors\Squat_056.npy,data\processed\v2_labels\Squat_056_labels.npy,squat,64,50,14
data\processed\tensors\Squat_057.npy,data\processed\v2_labels\Squat_057_labels.npy,squat,64,51,13
data\processed\tensors\Squat_058.npy,data\processed\v2_labels\Squat_058_labels.npy,squat,64,56,8
data\processed\tensors\Squat_059.npy,data\processed\v2_labels\Squat_059_labels.npy,squat,64,54,10
data\processed\tensors\Squat_060.npy,data\processed\v2_labels\Squat_060_labels.npy,squat,64,36,28
data\processed\tensors\Squat_061.npy,data\processed\v2_labels\Squat_061_labels.npy,squat,64,45,19
data\processed\tensors\Squat_062.npy,data\processed\v2_labels\Squat_062_labels.npy,squat,64,43,21
data\processed\tensors\Squat_063.npy,data\processed\v2_labels\Squat_063_labels.npy,squat,64,46,18
data\processed\tensors\Squat_064.npy,data\processed\v2_labels\Squat_064_labels.npy,squat,64,43,21
data\processed\tensors\Squat_065.npy,data\processed\v2_labels\Squat_065_labels.npy,squat,64,29,35
data\processed\tensors\Squat_066.npy,data\processed\v2_labels\Squat_066_labels.npy,squat,64,37,27
data\processed\tensors\Squat_068.npy,data\processed\v2_labels\Squat_068_labels.npy,squat,64,64,0
data\processed\tensors\Squat_069.npy,data\processed\v2_labels\Squat_069_labels.npy,squat,64,64,0
data\processed\tensors\Squat_070.npy,data\processed\v2_labels\Squat_070_labels.npy,squat,64,33,31
data\processed\tensors\Squat_071.npy,data\processed\v2_labels\Squat_071_labels.npy,squat,64,64,0
data\processed\tensors\Squat_072.npy,data\processed\v2_labels\Squat_072_labels.npy,squat,64,64,0
data\processed\tensors\Squat_073.npy,data\processed\v2_labels\Squat_073_labels.npy,squat,64,64,0
data\processed\tensors\Squat_074.npy,data\processed\v2_labels\Squat_074_labels.npy,squat,64,24,40
data\processed\tensors\Squat_075.npy,data\processed\v2_labels\Squat_075_labels.npy,squat,64,37,27
data\processed\tensors\Squat_076.npy,data\processed\v2_labels\Squat_076_labels.npy,squat,64,45,19
data\processed\tensors\Squat_077.npy,data\processed\v2_labels\Squat_077_labels.npy,squat,64,62,2
data\processed\tensors\Squat_078.npy,data\processed\v2_labels\Squat_078_labels.npy,squat,64,59,5
data\processed\tensors\Squat_079.npy,data\processed\v2_labels\Squat_079_labels.npy,squat,64,0,64
data\processed\tensors\Squat_080.npy,data\processed\v2_labels\Squat_080_labels.npy,squat,64,0,64
data\processed\tensors\Squat_081.npy,data\processed\v2_labels\Squat_081_labels.npy,squat,64,0,64
data\processed\tensors\Squat_082.npy,data\processed\v2_labels\Squat_082_labels.npy,squat,64,0,64
data\processed\tensors\Squat_083.npy,data\processed\v2_labels\Squat_083_labels.npy,squat,64,64,0
data\processed\tensors\Squat_084.npy,data\processed\v2_labels\Squat_084_labels.npy,squat,64,0,64
data\processed\tensors\Squat_085.npy,data\processed\v2_labels\Squat_085_labels.npy,squat,64,0,64
data\processed\tensors\Squat_086.npy,data\processed\v2_labels\Squat_086_labels.npy,squat,64,0,64
data\processed\tensors\Squat_087.npy,data\processed\v2_labels\Squat_087_labels.npy,squat,64,38,26
data\processed\tensors\Squat_088.npy,data\processed\v2_labels\Squat_088_labels.npy,squat,64,53,11
data\processed\tensors\Squat_089.npy,data\processed\v2_labels\Squat_089_labels.npy,squat,64,48,16
data\processed\tensors\Squat_090.npy,data\processed\v2_labels\Squat_090_labels.npy,squat,64,39,25
data\processed\tensors\Squat_091.npy,data\processed\v2_labels\Squat_091_labels.npy,squat,64,33,31
data\processed\tensors\Squat_092.npy,data\processed\v2_labels\Squat_092_labels.npy,squat,64,50,14
data\processed\tensors\Squat_093.npy,data\processed\v2_labels\Squat_093_labels.npy,squat,64,49,15
data\processed\tensors\Squat_094.npy,data\processed\v2_labels\Squat_094_labels.npy,squat,64,49,15
data\processed\tensors\Squat_095.npy,data\processed\v2_labels\Squat_095_labels.npy,squat,64,23,41
data\processed\tensors\Squat_096.npy,data\processed\v2_labels\Squat_096_labels.npy,squat,64,64,0
data\processed\tensors\Squat_097.npy,data\processed\v2_labels\Squat_097_labels.npy,squat,64,48,16
data\processed\tensors\Squat_098.npy,data\processed\v2_labels\Squat_098_labels.npy,squat,64,51,13
data\processed\tensors\Squat_099.npy,data\processed\v2_labels\Squat_099_labels.npy,squat,64,27,37
data\processed\tensors\Squat_100.npy,data\processed\v2_labels\Squat_100_labels.npy,squat,64,52,12
data\processed\tensors\Squat_101.npy,data\processed\v2_labels\Squat_101_labels.npy,squat,64,55,9
data\processed\tensors\Squat_102.npy,data\processed\v2_labels\Squat_102_labels.npy,squat,64,50,14
data\processed\tensors\Squat_103.npy,data\processed\v2_labels\Squat_103_labels.npy,squat,64,47,17
data\processed\tensors\Squat_104.npy,data\processed\v2_labels\Squat_104_labels.npy,squat,64,46,18
data\processed\tensors\Squat_105.npy,data\processed\v2_labels\Squat_105_labels.npy,squat,64,41,23
data\processed\tensors\Squat_106.npy,data\processed\v2_labels\Squat_106_labels.npy,squat,64,22,42
data\processed\tensors\Squat_107.npy,data\processed\v2_labels\Squat_107_labels.npy,squat,64,35,29
data\processed\tensors\Squat_108.npy,data\processed\v2_labels\Squat_108_labels.npy,squat,64,35,29
data\processed\tensors\Squat_109.npy,data\processed\v2_labels\Squat_109_labels.npy,squat,64,32,32
data\processed\tensors\Squat_110.npy,data\processed\v2_labels\Squat_110_labels.npy,squat,64,39,25
data\processed\tensors\Squat_111.npy,data\processed\v2_labels\Squat_111_labels.npy,squat,64,34,30
data\processed\tensors\Squat_112.npy,data\processed\v2_labels\Squat_112_labels.npy,squat,64,22,42
data\processed\tensors\Squat_113.npy,data\processed\v2_labels\Squat_113_labels.npy,squat,64,18,46
data\processed\tensors\Squat_114.npy,data\processed\v2_labels\Squat_114_labels.npy,squat,64,17,47
data\processed\tensors\Squat_115.npy,data\processed\v2_labels\Squat_115_labels.npy,squat,64,23,41
data\processed\tensors\Squat_116.npy,data\processed\v2_labels\Squat_116_labels.npy,squat,64,59,5
data\processed\tensors\Squat_117.npy,data\processed\v2_labels\Squat_117_labels.npy,squat,64,48,16
data\processed\tensors\Squat_118.npy,data\processed\v2_labels\Squat_118_labels.npy,squat,64,20,44
data\processed\tensors\Squat_119.npy,data\processed\v2_labels\Squat_119_labels.npy,squat,64,26,38
data\processed\tensors\Squat_120.npy,data\processed\v2_labels\Squat_120_labels.npy,squat,64,39,25
data\processed\tensors\Squat_121.npy,data\processed\v2_labels\Squat_121_labels.npy,squat,64,34,30
data\processed\tensors\Squat_122.npy,data\processed\v2_labels\Squat_122_labels.npy,squat,64,31,33
data\processed\tensors\Squat_123.npy,data\processed\v2_labels\Squat_123_labels.npy,squat,64,42,22
data\processed\tensors\Squat_124.npy,data\processed\v2_labels\Squat_124_labels.npy,squat,64,22,42
data\processed\tensors\Squat_125.npy,data\processed\v2_labels\Squat_125_labels.npy,squat,64,35,29
data\processed\tensors\Squat_126.npy,data\processed\v2_labels\Squat_126_labels.npy,squat,64,31,33
data\processed\tensors\Squat_127.npy,data\processed\v2_labels\Squat_127_labels.npy,squat,64,43,21
data\processed\tensors\Squat_128.npy,data\processed\v2_labels\Squat_128_labels.npy,squat,64,37,27
data\processed\tensors\Squat_129.npy,data\processed\v2_labels\Squat_129_labels.npy,squat,64,31,33
data\processed\tensors\Squat_130.npy,data\processed\v2_labels\Squat_130_labels.npy,squat,64,45,19
data\processed\tensors\Squat_131.npy,data\processed\v2_labels\Squat_131_labels.npy,squat,64,30,34
data\processed\tensors\Squat_132.npy,data\processed\v2_labels\Squat_132_labels.npy,squat,64,64,0
data\processed\tensors\Squat_133.npy,data\processed\v2_labels\Squat_133_labels.npy,squat,64,36,28
data\processed\tensors\Squat_134.npy,data\processed\v2_labels\Squat_134_labels.npy,squat,64,22,42
data\processed\tensors\Squat_135.npy,data\processed\v2_labels\Squat_135_labels.npy,squat,64,38,26
data\processed\tensors\Squat_136.npy,data\processed\v2_labels\Squat_136_labels.npy,squat,64,26,38
data\processed\tensors\Squat_137.npy,data\processed\v2_labels\Squat_137_labels.npy,squat,64,62,2
data\processed\tensors\Squat_138.npy,data\processed\v2_labels\Squat_138_labels.npy,squat,64,38,26
data\processed\tensors\Squat_139.npy,data\processed\v2_labels\Squat_139_labels.npy,squat,64,25,39
data\processed\tensors\Squat_140.npy,data\processed\v2_labels\Squat_140_labels.npy,squat,64,37,27
data\processed\tensors\Squat_141.npy,data\processed\v2_labels\Squat_141_labels.npy,squat,64,22,42
data\processed\tensors\Squat_142.npy,data\processed\v2_labels\Squat_142_labels.npy,squat,64,35,29
data\processed\tensors\Squat_143.npy,data\processed\v2_labels\Squat_143_labels.npy,squat,64,45,19
data\processed\tensors\Squat_144.npy,data\processed\v2_labels\Squat_144_labels.npy,squat,64,38,26
data\processed\tensors\Squat_145.npy,data\processed\v2_labels\Squat_145_labels.npy,squat,64,31,33
data\processed\tensors\Squat_146.npy,data\processed\v2_labels\Squat_146_labels.npy,squat,64,37,27
data\processed\tensors\Squat_147.npy,data\processed\v2_labels\Squat_147_labels.npy,squat,64,26,38
data\processed\tensors\Squat_148.npy,data\processed\v2_labels\Squat_148_labels.npy,squat,64,33,31
data\processed\tensors\Squat_149.npy,data\processed\v2_labels\Squat_149_labels.npy,squat,64,26,38
data\processed\tensors\Squat_151.npy,data\processed\v2_labels\Squat_151_labels.npy,squat,64,61,3
data\processed\tensors\Squat_152.npy,data\processed\v2_labels\Squat_152_labels.npy,squat,64,40,24
data\processed\tensors\Squat_153.npy,data\processed\v2_labels\Squat_153_labels.npy,squat,64,28,36
data\processed\tensors\Squat_154.npy,data\processed\v2_labels\Squat_154_labels.npy,squat,64,64,0
data\processed\tensors\Squat_155.npy,data\processed\v2_labels\Squat_155_labels.npy,squat,64,50,14
data\processed\tensors\Squat_156.npy,data\processed\v2_labels\Squat_156_labels.npy,squat,64,36,28
data\processed\tensors\Squat_157.npy,data\processed\v2_labels\Squat_157_labels.npy,squat,64,38,26
data\processed\tensors\Squat_158.npy,data\processed\v2_labels\Squat_158_labels.npy,squat,64,39,25
data\processed\tensors\Squat_159.npy,data\processed\v2_labels\Squat_159_labels.npy,squat,64,64,0
data\processed\tensors\Squat_160.npy,data\processed\v2_labels\Squat_160_labels.npy,squat,64,34,30
data\processed\tensors\Squat_161.npy,data\processed\v2_labels\Squat_161_labels.npy,squat,64,37,27
data\processed\tensors\Squat_162.npy,data\processed\v2_labels\Squat_162_labels.npy,squat,64,30,34
data\processed\tensors\Squat_163.npy,data\processed\v2_labels\Squat_163_labels.npy,squat,64,45,19
data\processed\tensors\Squat_164.npy,data\processed\v2_labels\Squat_164_labels.npy,squat,64,56,8
data\processed\tensors\Squat_165.npy,data\processed\v2_labels\Squat_165_labels.npy,squat,64,59,5
data\processed\tensors\Squat_166.npy,data\processed\v2_labels\Squat_166_labels.npy,squat,64,61,3
data\processed\tensors\Squat_167.npy,data\processed\v2_labels\Squat_167_labels.npy,squat,64,63,1
data\processed\tensors\Squat_168.npy,data\processed\v2_labels\Squat_168_labels.npy,squat,64,64,0
data\processed\tensors\Squat_169.npy,data\processed\v2_labels\Squat_169_labels.npy,squat,64,64,0
data\processed\tensors\Squat_170.npy,data\processed\v2_labels\Squat_170_labels.npy,squat,64,60,4
data\processed\tensors\Squat_171.npy,data\processed\v2_labels\Squat_171_labels.npy,squat,64,50,14
data\processed\tensors\Squat_172.npy,data\processed\v2_labels\Squat_172_labels.npy,squat,64,43,21
data\processed\tensors\Squat_173.npy,data\processed\v2_labels\Squat_173_labels.npy,squat,64,38,26
